country,designation,points,price,province,region_1,region_2,variety,winery
US,Mardikian Estate Vineyard,90.0,85.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,Gavin Vineyard,90.0,24.0,California,Carneros,Napa-Sonoma,Chardonnay,Mahoney
US,,90.0,26.0,California,Sonoma County,Sonoma,Chardonnay,Matanzas Creek
US,,90.0,46.0,Washington,Columbia Valley (WA),Columbia Valley,Petit Verdot,Merry Cellars
US,"Estate Grown, Produced and Bottled",90.0,24.0,California,Sierra Foothills,Sierra Foothills,Malbec,Naggiar
Italy,Riserva,90.0,85.0,Tuscany,Brunello di Montalcino,,Sangiovese,Poggio Nardone
Moldova,Rosu de Purcari,90.0,32.0,Moldova,,,Bordeaux-style Red Blend,Purcari
US,Vintage,90.0,36.0,California,Paso Robles,Central Coast,Port,Robert Hall
US,,90.0,16.0,California,Paso Robles,Central Coast,Sauvignon Blanc,Robert Hall
France,,90.0,35.0,Loire Valley,Sancerre,,Pinot Noir,Roger et Didier Raimbault
Italy,,90.0,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,San Polo
US,Second Spoke Patrician Verona Vineyard,90.0,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Single Wheel
US,,90.0,15.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Substance
India,Estate Bottled,90.0,13.0,Nashik,,,Shiraz,Sula
US,9,90.0,20.0,California,Central Coast,Central Coast,Red Blend,Troublemaker by Austin Hope
US,Morisoli Vineyard,90.0,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,V. Sattui
US,Unfiltered,90.0,55.0,California,Napa Valley,Napa,Chardonnay,William Hill Estate
Italy,Riserva,90.0,22.0,Tuscany,Chianti Classico,,Sangiovese,Luiano
Italy,,90.0,20.0,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane
Spain,Valcortes Crianza,90.0,30.0,Northern Spain,Rioja,,Tempranillo,Maset del Lleó
Italy,Riserva,90.0,30.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Salcheto
Italy,,90.0,18.0,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
Italy,Il Palei,90.0,22.0,Tuscany,Chianti Classico,,Sangiovese,Villa a Sesta
US,Rose & Thistle,90.0,35.0,California,Napa Valley,Napa,Rosé,Adair Bachman
US,,90.0,48.0,California,Napa Valley,Napa,Cabernet Sauvignon,Apriori
France,Pitangerets Premier Cru,90.0,43.0,Burgundy,Saint-Aubin,,Chardonnay,Au Pied du Mont Chauve
US,,90.0,18.0,New York,Seneca Lake,Finger Lakes,Gewürztraminer,Bellangelo
US,Flocchini Vineyard Petaluma Gap,93.0,32.0,California,Sonoma Coast,Sonoma,Syrah,Waxwing
New Zealand,Coddington,93.0,46.0,Kumeu,,,Chardonnay,Kumeu River
France,Haute Collection,93.0,40.0,Southwest France,Cahors,,Malbec,Château Eugénie
France,Vieilles Vignes,93.0,20.0,Southwest France,Madiran,,Tannat-Cabernet,Château Peyros
US,Parker West,93.0,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
US,Paris Tasting Commemorative Estate Grown,93.0,94.0,California,Napa Valley,Napa,Chardonnay,Grgich Hills
US,Seven Pillars,93.0,40.0,California,Fort Ross-Seaview,Sonoma,Syrah,Hard Six Cellars
US,Freedom Hill Vineyard,93.0,37.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,Radian Vineyard,93.0,44.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Samuel Louis Smith
Austria,The Butcher,93.0,,Burgenland,,,Blaufränkisch,Schwarz Wein
US,Estate Bottled,93.0,50.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Smith-Madrone
Austria,Classic,93.0,27.0,Niederösterreich,,,Pinot Noir,Malat
US,Stone Tree,93.0,32.0,Washington,Wahluke Slope,Columbia Valley,Malbec,Waters
Argentina,Gala 2,93.0,38.0,Mendoza Province,Mendoza,,Cabernet Blend,Luigi Bosca
New Zealand,Envoy Johnson Vineyard,93.0,33.0,Marlborough,,,Sauvignon Blanc,Spy Valley
New Zealand,Bannockburn,93.0,40.0,Central Otago,,,Riesling,Felton Road
US,Fonte,93.0,36.0,California,Sta. Rita Hills,Central Coast,White Blend,Barden
US,Old Stones,93.0,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Bergström
US,Zotovich Vineyard,93.0,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Challen
Spain,Monte Real Gran Reserva,93.0,37.0,Northern Spain,Rioja,,Tempranillo,Bodegas Riojanas
Spain,Imperial Reserva,93.0,44.0,Northern Spain,Rioja,,Tempranillo Blend,CVNE
Spain,El Anejón,93.0,136.0,Northern Spain,Ribera del Duero,,Red Blend,Pago de Carraovejas
France,Château Romassan,93.0,52.0,Provence,Bandol,,Rosé,Domaines Ott
US,Savoy Vineyard,93.0,48.0,California,Anderson Valley,Mendocino/Lake Counties,Chardonnay,FEL
Italy,,93.0,80.0,Southern Italy,Irpinia,,Aglianico,Feudi di San Gregorio
US,,93.0,30.0,California,Santa Ynez Valley,Central Coast,Grenache,Koehler
US,,93.0,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
Austria,Single Vineyard,93.0,,Niederösterreich,,,Grüner Veltliner,Sohm & Kracher
Austria,Classic,93.0,19.0,Thermenregion,,,Pinot Noir,Stadlmann
US,Soberanes Vineyard,93.0,65.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
US,Nuthouse Lone Star Vineyard,90.0,50.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Argyle
US,Wirtz Vineyard,90.0,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Big Table Farm
Germany,Piesporter Goldtröpfchen Kabinett,90.0,23.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
Italy,del Comune di Serralunga d'Alba,90.0,,Piedmont,Barolo,,Nebbiolo,Cantina del Nebbiolo
Italy,,90.0,44.0,Piedmont,Barbaresco,,Nebbiolo,Cantina del Pino
Israel,Kayoumi Single Vineyard,90.0,40.0,Galilee,,,Cabernet Sauvignon,Carmel
Portugal,Stones & Bones,90.0,13.0,Lisboa,,,Portuguese Red,Casa Santos Lima
US,,90.0,15.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,Château Bianca
Italy,Olo,90.0,,Piedmont,Barolo,,Nebbiolo,Clavesana
US,Murphy's Choice,90.0,50.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Clos LaChance
Germany,Wehlener Sonnenuhr Kabinett,90.0,22.0,Mosel,,,Riesling,Dr. Pauly Bergweiler
France,Les Champgains Premier Cru,90.0,141.0,Burgundy,Puligny-Montrachet,,Chardonnay,Jean-Luc and Paul Aegerter
France,,90.0,74.0,Burgundy,Meursault,,Chardonnay,Jean-Luc and Paul Aegerter
US,The Hidden One Exceptional Selection,90.0,100.0,California,St. Helena,Napa,Cabernet Sauvignon,Leto
Italy,Rocche Rivera,90.0,102.0,Piedmont,Barolo,,Nebbiolo,Luigi Oddero & Figli
Italy,Serragrilli,90.0,80.0,Piedmont,Barbaresco,,Nebbiolo,Marchesi di Barolo
Italy,Treasurì,90.0,35.0,Piedmont,Barolo,,Nebbiolo,Mauro Sebaste
Italy,Arborina,90.0,55.0,Piedmont,Barolo,,Nebbiolo,Mauro Veglio
Italy,Borzoni,90.0,50.0,Piedmont,Barolo,,Nebbiolo,Montaribaldi
Israel,Elima,90.0,38.0,Galilee,,,Cabernet Franc-Cabernet Sauvignon,Or Haganuz
US,,90.0,42.0,California,Dry Creek Valley,Sonoma,Zinfandel,Papapietro Perry
US,Santo Giordano Vineyard Belle Torrette,90.0,26.0,California,Carneros,Napa-Sonoma,White Blend,Paro
France,Rosé des Blancs Brut Premier Cru,90.0,65.0,Champagne,Champagne,,Champagne Blend,Pierre Gimonnet et Fils
Italy,Monvigliero,90.0,70.0,Piedmont,Barolo,,Nebbiolo,Pietro Rinaldi
Italy,,90.0,60.0,Piedmont,Barolo,,Nebbiolo,Pio Cesare
US,Estate Collection,90.0,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Raymond
US,,90.0,44.0,California,Napa-Sonoma,Napa-Sonoma,Red Blend,Red C
US,Wits' End Vineyard,90.0,60.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Roco
US,Cancilla Vineyard Blanc de Noir,90.0,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Swick
US,Esprit Blanc de Tablas,90.0,45.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Tablas Creek
France,Wineck-Schlossberg Grand Cru,92.0,34.0,Alsace,Alsace,,Riesling,Jean-Marc Bernhard
US,Quail Hill Vineyard Old Wente,92.0,55.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
US,,92.0,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sol Rouge
US,Rancho Santa Rosa,92.0,34.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Transcendence
Portugal,Pegos Claros Reserva,92.0,17.0,Palmela,,,Castelão,Wines & Winemakers
France,Praelatenberg Grand Cru,92.0,25.0,Alsace,Alsace,,Riesling,Domaine Allimant-Laugner
France,Eichberg Grand Cru,92.0,30.0,Alsace,Alsace,,Riesling,Domaine Charles Baur
France,Fronholz,92.0,47.0,Alsace,Alsace,,Riesling,Domaine Ostertag
France,Engelberg Grand Cru,92.0,49.0,Alsace,Alsace,,Riesling,Domaine Pfister
France,,92.0,26.0,Alsace,Alsace,,Riesling,Domaine Zind-Humbrecht
France,,92.0,65.0,Bordeaux,Lalande de Pomerol,,Bordeaux-style Red Blend,Château des Annereaux
France,Zédé de Labégorce,92.0,40.0,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Labégorce Margaux
Italy,Basarin,92.0,34.0,Piedmont,Barbaresco,,Nebbiolo,Adriano Marco & Vittorio
Italy,Ronchi,92.0,55.0,Piedmont,Barbaresco,,Nebbiolo,Albino Rocca
US,Stagecoach Vineyard,92.0,60.0,California,Napa Valley,Napa,Syrah,B Cellars
US,Limited Release X Clones Estate Bottled,92.0,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Krug
US,Ciel du Cheval Vineyard,92.0,39.0,Washington,Red Mountain,Columbia Valley,Cabernet Franc,Côtes de Ciel
Portugal,Reserva,92.0,25.0,Douro,,,Portuguese Red,Quinta do Sagrado
US,Estate Bottled Reserve,92.0,42.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Kiona
US,Zenith Estate Cuvée,92.0,65.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Midnight
Chile,Purple Angel,92.0,85.0,Colchagua Valley,,,Carmenère,Montes
US,,92.0,43.0,California,Anderson Valley,Mendocino/Lake Counties,Chardonnay,Domaine Anderson
Portugal,Reserva,92.0,35.0,Dão,,,Encruzado,Druida
US,Small Block Reserve,92.0,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hess Collection
US,La Sereinité,92.0,70.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
US,,92.0,80.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Prim Family
Portugal,Terra a Terra Reserva,92.0,25.0,Douro,,,Portuguese Red,Quanta Terra
Italy,Albesani Santo Stefano,92.0,65.0,Piedmont,Barbaresco,,Nebbiolo,Castello di Neive
Portugal,Reserva,85.0,15.0,Tejo,,,Touriga Nacional-Cabernet Sauvignon,Falua
South Africa,,85.0,10.0,Robertson,,,Chardonnay,Robertson Winery
South Africa,Sincerely,85.0,15.0,Western Cape,,,Sauvignon Blanc,Neil Ellis
France,Cuvée Réservée,85.0,63.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style White Blend,Domaine du Pegau
Argentina,Don Antonio Grand Reserva,85.0,35.0,Mendoza Province,Mendoza,,Malbec,Antonio Gonzalez
South Africa,Classic Collection,85.0,10.0,Western Cape,,,Chenin Blanc,KWV
US,Estate St. Helena Vineyard,85.0,32.0,California,St. Helena,Napa,Sangiovese,Benessere
France,,85.0,,Burgundy,Mâcon-Villages,,Chardonnay,Blason de Bourgogne
US,Estate,85.0,18.0,California,Alexander Valley,Sonoma,Chardonnay,Alexander Valley Vineyards
France,Gouleyant,85.0,11.0,Southwest France,Côtes de Gascogne,,Colombard-Sauvignon Blanc,Georges Vigouroux
France,Le Temps des Vendanges,85.0,9.0,Southwest France,,,Malbec-Merlot,Georges Vigouroux
France,Les Comtes de Cahors,85.0,12.0,Southwest France,Cahors,,Malbec,Georges Vigouroux
US,Tudor Hills Vineyard,85.0,18.0,Washington,Yakima Valley,Columbia Valley,Sauvignon Blanc,Martinez & Martinez
US,Sullivan Reserve,85.0,52.0,California,Dry Creek Valley,Sonoma,Zinfandel,Mazzocco
Portugal,Tinto,85.0,15.0,Tejo,,,Portuguese Red,Quinta do Casal Branco
Portugal,Arinto-Fernão Pires,85.0,15.0,Tejo,,,Portuguese White,Quinta do Casal Monteiro
US,Weldon's Wine,85.0,27.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Schooler Nolan
Spain,Vendimia Tardia Single Vineyard,85.0,30.0,Northern Spain,Navarra,,Moscatel,Ochoa
US,Tracie's Barrel Fermented,85.0,15.0,New York,Cayuga Lake,Finger Lakes,Chardonnay,Treleaven
Argentina,,85.0,13.0,Mendoza Province,Mendoza,,Malbec,Laberinto
France,Nobles Rives,85.0,13.0,Rhône Valley,Collines Rhôdaniennes,,Marsanne,Cave de Tain
US,River's Edge Casscles Vineyards,85.0,25.0,New York,New York,New York Other,Red Blend,Hudson-Chatham
France,Diamant Rouge,85.0,17.0,Southwest France,Cahors,,Malbec,Château Armandière
Portugal,Versátil Tinto,85.0,10.0,Alentejano,,,Portuguese Red,Casa Santa Vitória
Portugal,Convento da Vila Branco,85.0,7.0,Alentejano,,,Portuguese White,Adega Cooperativa de Borba
Portugal,Caldas,85.0,14.0,Douro,,,Portuguese Red,Alves de Sousa
Italy,Bianco,85.0,10.0,Veneto,Veronese,,White Blend,Amatore
France,Le Temps des Vendanges Sauvignon Blanc-Loin de l'Oeil,85.0,9.0,Southwest France,,,White Blend,Georges Vigouroux
Portugal,Barão de Figueira Branco,85.0,10.0,Beira Interior,,,Siria,Companhia das Quintas
US,,85.0,20.0,California,Sonoma County,Sonoma,Chardonnay,Decoy
US,,87.0,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Chateau Lafayette Reneau
France,,87.0,35.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Lalaudey
France,,87.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Mancèdre
France,,87.0,20.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures
US,Single Vineyard,87.0,23.0,Idaho,,,Syrah,3 Horse Ranch Vineyards
US,,87.0,24.0,California,Anderson Valley,Mendocino/Lake Counties,Riesling,Balo
US,,87.0,16.0,California,Santa Barbara County,Central Coast,Chardonnay,Byron
US,Les Collines Vineyard,87.0,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Merlot,Burnt Bridge
Italy,Gualto Riserva,87.0,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Camigliano
US,Blue Franc,87.0,13.0,Washington,Washington,Washington Other,Blaufränkisch,Shooting Star
Italy,Noi 4,87.0,42.0,Tuscany,Bolgheri,,Red Blend,Tenuta Sette Cieli
US,Brothers Reserve Cabernet Sauvignon Copeland Vineyard,87.0,74.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Two Mountain
Spain,Cuvée,87.0,15.0,Levante,Jumilla,,Monastrell,Finca Hispana
US,Lawrence Vineyards,87.0,35.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Gård
US,,87.0,20.0,New York,New York,New York Other,Cabernet Franc,Millbrook
Argentina,Trumpeter,87.0,11.0,Mendoza Province,Mendoza,,Malbec,Rutini
Argentina,Premium,87.0,38.0,Mendoza Province,Mendoza,,Malbec,Sur de los Andes
Argentina,Broquel,87.0,18.0,Mendoza Province,Mendoza,,Pinot Noir,Trapiche
Italy,,87.0,75.0,Tuscany,Bolgheri Superiore,,Red Blend,Donne Fittipaldi
Spain,Joven,87.0,10.0,Catalonia,Terra Alta,,Garnacha Blanca,Finca Hispana
US,,87.0,18.0,Idaho,,,Riesling,Hat Ranch
Italy,Sorugo,87.0,40.0,Tuscany,Bolgheri Superiore,,Red Blend,Aia Vecchia
France,,87.0,30.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château du Cartillon
France,,87.0,,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Grand Billard
France,,87.0,40.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Laffitte Carcasset
France,,87.0,13.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Maine d'Arman
France,,87.0,19.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Noaillac
France,,87.0,25.0,Bordeaux,Listrac-Médoc,,Bordeaux-style Red Blend,Château Saransot-Dupré
US,Organically Grown Grapes,87.0,21.0,California,Sierra Foothills,Sierra Foothills,Zinfandel,Chacewater
US,Sawmill Creek Vineyards,87.0,18.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,Billsboro
Spain,Veraton,89.0,34.0,Northern Spain,Campo de Borja,,Garnacha,Alto Moncayo
Italy,Goghi,89.0,32.0,Tuscany,Toscana,,Red Blend,Amantis
US,Nicholas Estate Reserve,89.0,33.0,Oregon,Chehalem Mountains,Willamette Valley,Chardonnay,Anam Cara
France,Confidential,89.0,22.0,Southwest France,Côtes du Marmandais,,Red Blend,Cave du Marmandais
Portugal,Casaleiro Reserva,89.0,12.0,Tejo,,,Portuguese Red,Caves Velhas
France,Cuvée Prestige,89.0,26.0,Southwest France,Cahors,,Malbec,Château de Cénac
US,25th Anniversary,89.0,22.0,Oregon,Rogue Valley,Southern Oregon,Pinot Noir,Deer Creek
France,O Grand R,89.0,13.0,Southwest France,Fronton,,Red Blend,Domaine Roumagnac
Germany,Alte Reben Trarbacher Burgberg,89.0,45.0,Mosel,,,Riesling,Richard Böcking
Spain,Barranc dels Closos,88.0,25.0,Catalonia,Priorat,,Red Blend,Mas Igneus
Spain,,88.0,22.0,Catalonia,Priorat,,Red Blend,Clos de Tafall
Greece,Anemos,88.0,19.0,Peloponnese,,,Agiorgitiko,Palivou
US,Charles Vineyard,88.0,20.0,California,Anderson Valley,Mendocino/Lake Counties,Sauvignon Blanc,Foursight
US,Mernet Reserve 35th Anniversary,88.0,96.0,California,Spring Mountain District,Napa,Merlot-Cabernet Sauvignon,Keenan
France,Pas de Deux,88.0,,Southwest France,Jurançon,,Gros and Petit Manseng,Domaine Nigri
US,,88.0,28.0,California,Lodi,Central Valley,Red Blend,Coup de Grace
US,,88.0,19.0,California,Mendocino County,Mendocino/Lake Counties,Pinot Noir,Saint Gregory
US,,88.0,26.0,California,Livermore Valley,Central Coast,Mourvèdre,Longevity
Italy,Terre More dell'Ammiraglia,88.0,17.0,Tuscany,Toscana,,Red Blend,Marchesi de' Frescobaldi
Italy,Sorel,88.0,35.0,Lombardy,Terrazze Retiche di Sondrio,,Red Blend,Nera
Portugal,Late Bottled Vintage,88.0,20.0,Port,,,Port,Delaforce
France,K-Pot,88.0,18.0,Southwest France,Cahors,,Malbec,Clos Troteligotte
US,Heredity,88.0,34.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Et Fille
US,,88.0,14.0,California,Temecula Valley,South Coast,Meritage,Falkner
US,,88.0,28.0,California,Paso Robles,Central Coast,Rosé,HammerSky
US,Hyde Vineyard Belle Cousine,88.0,66.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,HdV
US,,88.0,25.0,California,Paicines,Central Coast,Grenache,Donati
US,,88.0,28.0,California,Paso Robles,Central Coast,Zinfandel,Eberle
US,,88.0,28.0,Oregon,McMinnville,Willamette Valley,Riesling,Hyland
Chile,Gran Reserva,88.0,13.0,Casablanca Valley,,,Sauvignon Blanc,Indomita
France,Heart of Darkness,91.0,,Southwest France,Madiran,,Tannat,Lionel Osmin & Cie
US,Devious,91.0,24.0,California,Lodi,Central Valley,Primitivo,Macchia
Italy,Mandolara,91.0,25.0,Lombardy,Lugana,,Turbiana,Le Morette
US,Purisima Mountain Vineyard,91.0,36.0,California,Santa Ynez Valley,Central Coast,Syrah,Margerum
Germany,Bernkasteler Badstube Kabinett,91.0,18.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
Chile,,91.0,23.0,Marchigue,,,Syrah,Polkura
US,Spiral 36 White Table Wine,91.0,28.0,Oregon,Applegate Valley,Southern Oregon,Rhône-style White Blend,Cowhorn
Portugal,Quinta do Encontro Encontro I Branco,91.0,40.0,Bairrada,,,Arinto,Dão Sul
France,Les Chaumées Premier Cru,91.0,78.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Domaine Vincent Girardin
US,Bernier-Sibary Vineyard,91.0,43.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dutcher Crossing
France,Château de Bligny Premier Cru,91.0,65.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Evening Land
US,Estate Vineyard,91.0,44.0,California,Fort Ross-Seaview,Sonoma,Chardonnay,Failla
US,,91.0,50.0,California,Sonoma Coast,Sonoma,Pinot Noir,Flowers
US,Bella Una,91.0,56.0,California,Russian River Valley,Sonoma,Pinot Noir,Benovia
France,Le Petit Cheval,91.0,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Cheval Blanc
France,Mas des Merveilles,91.0,30.0,Southwest France,Côtes du Lot,,Viognier,Château Lagrézette
France,,91.0,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Les Trois Manoirs
France,,91.0,22.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Mauvesin Barton
US,Cuvée Alis,91.0,48.0,California,Sonoma Valley,Sonoma,Rhône-style Red Blend,Amapola Creek
Portugal,Casa de Santar Reserva,91.0,22.0,Dão,,,Portuguese Red,Dão Sul
France,,91.0,60.0,Burgundy,Savigny-lès-Beaune,,Chardonnay,Domaine de Bellene
France,Grande Réserve,91.0,40.0,Southwest France,Côtes du Tarn,,Bordeaux-style Red Blend,Domaine D'en Ségur
France,Toute une Histoire,91.0,,Southwest France,Jurançon,,Petit Manseng,Domaine Nigri
US,Estate,91.0,19.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Elk Cove
Portugal,Mariana,91.0,,Alentejano,,,Portuguese Red,Herdade do Rocim
US,Estate Grown Cave Fermented,91.0,64.0,California,Napa Valley,Napa,Chardonnay,Jarvis
France,Pitures Premier Cru,91.0,74.0,Burgundy,Volnay,,Pinot Noir,Roche de Bellene
Italy,Del Lupo,91.0,24.0,Lombardy,Lugana,,Turbiana,Ca' Lojera
Portugal,Daphne,91.0,,Vinho Verde,,,Loureiro,Casal Paço Padreiro
Portugal,Cabeça de Toiro Reserva,91.0,,Tejo,,,Portuguese Red,Caves Velhas
US,Doctors Vineyard,88.0,63.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
Spain,Reserva,88.0,14.0,Central Spain,Valdepeñas,,Tempranillo,Viña Albali
US,,88.0,16.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Willamette Valley Vineyards
Argentina,Reserve,88.0,21.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Pascual Toso
France,,88.0,15.0,Bordeaux,Bordeaux Blanc,,Sauvignon Blanc,Prince de Tabourg
US,,88.0,18.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Pull
Italy,Trentaquattro34,88.0,50.0,Piedmont,Barolo,,Nebbiolo,Rattalino
US,,88.0,18.0,California,Santa Barbara County,Central Coast,Pinot Noir,Red Pony Ranch
Italy,Rocche dell'Annunziata,88.0,80.0,Piedmont,Barolo,,Nebbiolo,Andrea Oberto
US,Mulberry Street Vitae Springs Vineyard,88.0,48.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Dominio IV
France,Cuvée Plaisir,88.0,22.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Dominique Pabiot
US,Rosé,88.0,16.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Elk Cove
Argentina,Callejon del Crimen Gran Reserva,88.0,28.0,Mendoza Province,Uco Valley,,Malbec,Finca La Luz
US,Estate Bottled,88.0,35.0,California,Russian River Valley,Sonoma,Pinot Noir,Foppiano
US,Heritage,88.0,40.0,Oregon,Willamette Valley,,Pinot Noir,Kramer
US,Rocheux,88.0,48.0,Oregon,Oregon,Oregon Other,Pinot Noir,Le Cadeau
France,Domaine de Bégrolles Sur Lie,88.0,12.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Les Vignerons des Terroirs de la Noëlle
US,,88.0,20.0,California,Russian River Valley,Sonoma,Pinot Gris,MacMurray Estate Vineyards
US,,88.0,26.0,California,Dry Creek Valley,Sonoma,Petite Sirah,Miro
Italy,Asili,88.0,55.0,Piedmont,Barbaresco,,Nebbiolo,Ca' del Baio
Spain,,88.0,8.0,Northern Spain,Campo de Borja,,Grenache-Syrah,Los Dos
Spain,,88.0,16.0,Northern Spain,Bierzo,,Mencía,Luna Beberide
US,Estate Grown,88.0,30.0,California,Oak Knoll District,Napa,Viognier,Materra Cunat Family Vineyards
US,Momtazi Vineyard,88.0,23.0,Oregon,McMinnville,Willamette Valley,Pinot Gris,Maysara
US,,88.0,21.0,California,Paso Robles,Central Coast,Red Blend,MCV
US,,88.0,30.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Navarro
Spain,Vendimia Tardia Single Vineyard Finca El Bosque,88.0,30.0,Northern Spain,Navarra,,Moscatel,Ochoa
Italy,Castagni,88.0,35.0,Piedmont,Barolo,,Nebbiolo,Reverdito
US,,88.0,17.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Silvan Ridge
Italy,Bianco,90.0,24.0,Sicily & Sardinia,Etna,,Carricante,Cottanera
US,Estate,90.0,40.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Carabella
Hungary,Dry,90.0,16.0,Tokaji,,,White Blend,Chateau Dereszla
US,Estate Bottled,90.0,40.0,California,Shenandoah Valley (CA),Sierra Foothills,Cabernet Sauvignon,Easton
US,,90.0,28.0,California,Santa Barbara County,Central Coast,Syrah,Fess Parker
Italy,,90.0,21.0,Southern Italy,Fiano di Avellino,,Fiano,Feudi di San Gregorio
US,Esperance Curtis Vineyard,90.0,36.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Andrew Murray
US,Old Vine Lopez Ranch,90.0,65.0,California,Temecula Valley,South Coast,Zinfandel,Lorenzi Estate
US,Pratt Vineyard,90.0,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,Special Reserve,90.0,44.0,California,Napa Valley,Napa,Cabernet Sauvignon,Herzog
US,,90.0,48.0,California,Napa Valley,Napa,Zinfandel,Hunnicutt
US,,90.0,28.0,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
US,,90.0,30.0,California,Sonoma County,Sonoma,Rosé,Kale
France,,90.0,17.0,Alsace,Alsace,,Sylvaner,Leon Beyer
Italy,Trimarchisa,90.0,39.0,Sicily & Sardinia,Etna,,Red Blend,Tornatore
US,Rosé of,90.0,16.0,Oregon,Rogue Valley,Southern Oregon,Grenache,Upper Five
Germany,Gutswein Trocken,90.0,22.0,Franken,,,Silvaner,Rainer Sauer
US,Olenik Vineyard,90.0,45.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Raptor Ridge
France,Signature,90.0,15.0,Alsace,Alsace,,Sylvaner,René Muré
